rain_1d,rain_3d,rain_5d,rain_7d,rain_10d,rain_15d,rain_30d,rain_60d,rain_90d,rain_event_day,rain_3d_ratio,rain_15d_ratio,lat,lon,date,landslide,trigger,size
3.8,8.899999999999999,12.899999999999999,65.8,69.6,85.89999999999999,172.0,402.3,570.0,3.8,0.6359004392386529,1.227502196193265,9.8232,77.1498,2011-07-11,0,,
117.3,205.5,255.2,272.2,282.0,429.7,675.5999999999999,1602.5999999999997,1835.1,117.3,7.202654562169616,3.0121466329579407,10.0486,76.7606,2013-08-05,1,unknown,medium
23.0,70.2,76.6,86.80000000000001,119.9,244.8,530.3000000000001,1151.7999999999997,1387.7999999999997,23.0,2.0883686905632777,1.4565032918800296,10.0486,76.7606,2010-07-17,0,,
30.2,121.4,224.6,267.09999999999997,337.9,378.8,653.4000000000001,929.4000000000001,1093.3,30.2,4.471589879838175,2.7905078195761126,10.0486,76.7606,2009-07-04,0,,
2.4,41.9,234.50000000000003,314.9,372.79999999999995,430.1,625.6,848.3,996.8,2.4,1.1890672249360315,2.4411351477087693,10.0486,76.7606,2010-06-16,0,,
1.5,13.100000000000001,18.7,30.2,41.300000000000004,117.2,379.9,1013.3,1443.9,1.5,0.49750965010584,0.8902004731664801,10.0486,76.7606,2009-08-12,0,,
19.4,61.1,65.4,80.4,109.9,156.0,182.9,544.4,781.1999999999999,19.4,4.789078059749438,2.4454866688082237,11.338,76.8806,2012-10-21,1,rain,medium
18.3,51.599999999999994,82.7,105.60000000000001,140.8,281.2,532.1,924.5,1207.6999999999998,18.3,3.025811103100216,3.2978995433789953,11.338,76.8806,2011-09-14,0,,
0.4,6.0,12.6,13.5,28.0,41.3,60.199999999999996,78.5,90.4,0.4,0.5860688550840673,0.8068214571657325,11.338,76.8806,2009-06-02,0,,
3.8,46.4,64.2,68.89999999999999,114.1,186.80000000000004,380.9000000000001,605.9999999999999,760.0,3.8,3.095870932458299,2.4927098714793554,11.338,76.8806,2011-08-06,0,,
0.1,0.1,0.1,1.1,1.1,1.1,140.5,208.4,399.70000000000005,0.1,0.008248816768086545,0.018147396889790397,11.338,76.8806,2008-11-16,0,,
5.7,7.4,11.8,13.4,14.8,16.3,37.1,59.9,143.20000000000002,5.7,0.543135603417158,0.23927325231620747,11.3403,76.8267,2014-05-04,1,rain,small
0.2,0.4,0.4,1.9000000000000001,38.3,64.1,211.7,268.50000000000006,339.2,0.2,0.02278244631185808,0.7301774042950513,11.3403,76.8267,2011-05-12,0,,
5.6,10.0,10.1,10.3,19.700000000000003,51.800000000000004,290.50000000000006,407.50000000000006,590.6,5.6,0.5683935892657471,0.5888557584793142,11.3403,76.8267,2011-06-25,0,,
3.9,18.4,21.299999999999997,25.799999999999997,38.6,47.099999999999994,107.3,145.00000000000003,232.60000000000002,3.9,1.4967328977196956,0.7662621682891051,11.3403,76.8267,2013-05-11,0,,
3.2,13.0,26.099999999999998,66.00000000000001,80.60000000000001,105.00000000000001,156.79999999999998,448.59999999999997,660.1,3.2,0.7821284150310681,1.263438208896341,11.3403,76.8267,2011-07-10,0,,
47.8,62.199999999999996,62.9,76.7,116.89999999999999,216.00000000000006,390.0,802.6999999999999,1340.3999999999999,47.8,2.506821710548049,1.7410723134353014,9.8988,76.3902,2010-09-24,1,downpour,medium
13.7,37.8,45.6,50.3,105.1,261.1,495.30000000000007,1109.6,1292.0,13.7,1.5562904967602593,2.1499865010799137,9.8988,76.3902,2010-07-14,0,,
2.1,3.1,76.29999999999998,182.20000000000002,214.1,234.99999999999997,517.4,932.4,1303.0,2.1,0.12823381819414778,1.9441901468144982,9.8988,76.3902,2008-08-18,0,,
10.6,17.0,19.4,67.39999999999999,199.2,245.6,501.70000000000005,886.7,1275.6000000000001,10.6,0.7132294783176862,2.060813645586162,9.8988,76.3902,2008-08-21,0,,
0.5,20.2,43.6,63.6,80.69999999999999,103.1,158.4,323.70000000000005,350.7,0.5,0.7655080296958966,0.7814245332836329,9.8988,76.3902,2008-05-14,0,,
1.2,2.3,18.099999999999998,24.400000000000002,30.599999999999998,33.3,164.89999999999995,369.6,453.8,1.2,0.1569175707415278,0.4543787048428587,11.41,76.69,2008-06-25,1,downpour,medium
3.8,11.0,22.5,29.400000000000002,53.699999999999996,108.89999999999999,150.6,404.9000000000001,458.3,3.8,0.8406941051180855,1.664574328133809,11.41,76.69,2004-06-06,0,,
4.0,5.9,6.1,12.2,32.3,92.89999999999999,216.99999999999994,367.3999999999999,513.5999999999999,4.0,0.5399039903990398,1.7002400240023996,11.41,76.69,2005-07-01,0,,
0.8,2.5,3.4000000000000004,3.4000000000000004,4.1,27.099999999999998,116.60000000000001,255.79999999999998,399.40000000000003,0.8,0.23656247576204142,0.5128674474521058,11.41,76.69,2004-11-26,0,,
5.0,20.0,82.4,89.9,102.8,133.29999999999998,228.79999999999998,477.90000000000003,544.2,5.0,1.4860831962969727,1.9809489006638643,11.41,76.69,2004-06-12,0,,
74.0,144.7,193.7,251.0,386.2,496.7,790.8,814.6999999999999,821.7,74.0,5.613520732638005,3.8538158229458146,12.8446,75.2476,2013-06-18,1,rain,medium
0.8,1.4000000000000001,1.4000000000000001,2.7,16.299999999999997,16.5,60.00000000000001,441.2,909.5999999999999,0.8,0.05812093782965257,0.13699935345560962,12.8446,75.2476,2009-11-05,0,,
58.2,144.3,205.5,222.5,235.0,340.8999999999999,781.7000000000002,1303.3000000000002,1446.5000000000002,58.2,5.77920031514674,2.7306020615849245,12.8446,75.2476,2010-07-19,0,,
1.3,5.8,6.8,13.4,35.599999999999994,44.599999999999994,82.69999999999999,199.70000000000005,205.70000000000002,1.3,0.20088005677785667,0.3089396735273244,12.8446,75.2476,2011-05-24,0,,
8.1,36.6,112.39999999999999,152.2,155.8,160.4,202.99999999999997,275.20000000000005,293.7,8.1,1.3087519784278094,1.1471246849170527,12.8446,75.2476,2012-06-09,0,,
83.9,177.60000000000002,223.4,265.9,287.6,312.6,397.80000000000007,690.9,824.9,83.9,5.874735643403287,2.068065723116968,9.8306,76.9408,2011-06-02,1,downpour,medium
7.6,32.4,72.1,146.5,183.0,208.8,315.9,976.6,1410.6999999999998,7.6,1.4004109686105009,1.8049741373202015,9.8306,76.9408,2009-08-25,0,,
7.0,14.8,19.1,30.700000000000003,71.3,137.89999999999998,325.00000000000006,690.9,1066.3,7.0,0.5188803954250245,0.9669406287717685,9.8306,76.9408,2010-10-15,0,,
45.0,106.3,152.39999999999998,157.89999999999998,199.7,275.6,599.2,1153.5,1412.5,45.0,3.611518003843048,1.8726892979475902,9.8306,76.9408,2010-07-19,0,,
7.8,33.699999999999996,57.8,73.7,84.89999999999999,85.69999999999999,211.1,409.2,432.5,7.8,1.5001824418010654,0.7630008027439246,9.8306,76.9408,2007-05-30,0,,
9.2,56.900000000000006,108.80000000000001,154.2,203.6,232.5,432.99999999999994,988.1000000000001,1875.6000000000004,9.2,1.9232559428159808,1.5717293733030422,12.7796,75.5844,2010-10-03,1,unknown,medium
29.8,84.2,197.50000000000003,317.2,516.1,682.4,865.2,1193.3,1306.9,29.8,3.102225711956029,5.028405762087396,12.7796,75.5844,2009-07-11,0,,
1.3,5.2,19.800000000000004,37.199999999999996,62.5,106.6,520.9999999999999,1584.6,1968.9999999999998,1.3,0.20760520976503696,0.8511813600366516,12.7796,75.5844,2009-08-15,0,,
9.9,25.4,33.3,39.8,40.6,50.4,105.2,198.4,375.69999999999993,9.9,0.7582646144811217,0.30091761078620893,12.7796,75.5844,2008-05-23,0,,
16.1,21.6,31.8,32.4,59.00000000000001,95.4,172.99999999999997,231.79999999999998,240.49999999999997,16.1,0.7607390300230947,0.671986143187067,12.7796,75.5844,2010-05-19,0,,
29.0,117.6,140.1,171.0,215.7,230.89999999999998,473.6,754.3999999999999,1074.3999999999999,29.0,4.642956538623346,1.8232290217145077,10.2288,77.4767,2015-12-07,1,rain,medium
0.1,19.8,60.9,87.8,118.1,145.9,250.79999999999995,505.0,604.7,0.1,1.0460765633119693,1.5416421271435994,10.2288,77.4767,2013-06-04,0,,
12.2,53.3,84.10000000000001,92.8,109.5,119.2,271.99999999999994,535.5,783.5,12.2,2.0972069921950585,0.9380377991356511,10.2288,77.4767,2015-09-28,0,,
9.3,17.200000000000003,27.9,46.7,89.1,130.8,149.20000000000002,193.9,200.60000000000002,9.3,0.8359160259729913,1.2713699557821774,10.2288,77.4767,2012-05-10,0,,
16.7,24.5,40.0,55.099999999999994,91.69999999999999,109.3,154.2,574.8000000000001,902.6,16.7,1.1587966193688453,1.0339303714042023,10.2288,77.4767,2013-10-16,0,,
3.9,39.8,121.80000000000001,167.3,298.59999999999997,374.4,467.49999999999994,993.2,1189.8000000000002,3.9,1.7547613024466044,3.301420259477431,11.8348,75.4856,2015-07-27,1,mining,small
24.1,99.1,124.1,140.1,217.99999999999997,359.20000000000005,941.8,1345.7,1359.6,24.1,4.0028473049927165,2.9017613561117734,11.8348,75.4856,2013-07-04,0,,
0.0,0.1,1.8000000000000003,20.2,53.199999999999996,130.60000000000002,529.0999999999999,967.4,1486.8000000000002,0.0,0.004289129517648714,1.120320630009844,11.8348,75.4856,2012-09-21,0,,
28.7,85.3,135.9,181.89999999999998,233.3,329.0,621.8,1682.8999999999999,1714.3999999999999,28.7,3.2971928268170583,2.5434383118940502,11.8348,75.4856,2013-07-22,0,,
69.7,181.7,263.4,291.9,309.8,331.3,473.9,1168.2,1471.1000000000001,69.7,6.927961996437166,2.526399349939057,11.8348,75.4856,2012-08-12,0,,
13.5,172.70000000000002,347.29999999999995,445.49999999999994,544.4,618.0,824.6,965.6,1139.9,13.5,6.784325090159713,4.85548686244204,11.7095,76.074,2007-06-25,1,monsoon,large
1.3,3.3,4.4,14.3,32.4,38.3,121.8,232.9,263.6,1.3,0.16938741164591042,0.3931841130932346,11.7095,76.074,2005-05-19,0,,
55.2,173.60000000000002,297.4,356.59999999999997,438.4,488.5,537.3000000000001,710.6000000000001,873.1000000000001,55.2,8.876073928167301,4.995348057499684,11.7095,76.074,2003-06-22,0,,
13.7,32.9,55.900000000000006,77.2,78.00000000000001,84.60000000000001,237.39999999999998,482.2,1062.8,13.7,1.6120326117514756,0.8290453431864733,11.7095,76.074,2005-10-10,0,,
8.6,23.4,28.700000000000003,64.19999999999999,154.1,321.7,597.4999999999999,1209.0,1437.1000000000001,8.6,1.1658431004206313,3.205570302609548,11.7095,76.074,2005-08-10,0,,
68.8,93.6,124.7,132.2,161.6,298.9,506.1000000000001,1341.4999999999998,1534.3999999999999,68.8,4.129461541243265,2.6373847322171193,9.9147,77.011,2013-08-04,1,continuous_rain,very_large
2.7,7.2,29.5,36.7,36.800000000000004,67.50000000000001,391.2,468.79999999999995,755.8000000000001,2.7,0.42924159499609066,0.8048279906176702,9.9147,77.011,2012-11-12,0,,
0.0,1.9,18.4,42.7,83.3,140.89999999999998,425.4,734.1,1140.9,0.0,0.07704324126699238,1.14267291521255,9.9147,77.011,2009-11-28,0,,
0.0,12.399999999999999,22.9,52.0,59.3,96.70000000000002,233.5,395.9,430.29999999999995,0.0,0.5635313838703668,0.8789271745203949,9.9147,77.011,2012-05-24,0,,
1.8,20.8,31.8,34.699999999999996,49.699999999999996,186.39999999999998,295.9,472.00000000000006,704.6999999999999,1.8,1.0185029098936385,1.8254706000401362,9.9147,77.011,2012-06-30,0,,
15.5,42.8,72.2,102.7,163.7,348.70000000000005,858.5999999999999,1234.8,1356.9,15.5,2.071405902887972,3.3752300856870834,12.8962,74.8859,2016-07-16,1,construction,small
19.5,55.8,164.60000000000002,174.20000000000002,211.7,332.79999999999995,339.99999999999994,435.29999999999995,445.3,19.5,1.9975352112676052,2.382723004694835,12.8962,74.8859,2012-06-16,0,,
0.0,0.0,3.4,46.4,72.2,113.60000000000002,259.0,500.70000000000005,1045.6,0.0,0.0,1.0496610747150377,12.8962,74.8859,2014-10-31,0,,
0.5,3.6999999999999997,6.5,7.2,18.599999999999998,94.80000000000001,186.9,317.9,355.2,0.5,0.1648528230224235,0.8447593309473378,12.8962,74.8859,2015-05-28,0,,
1.3,4.1,9.100000000000001,16.5,21.200000000000003,79.6,223.40000000000003,736.4000000000001,1350.5999999999997,1.3,0.2083819363439427,0.8091318113647725,12.8962,74.8859,2015-09-02,0,,
35.3,52.4,61.0,107.9,155.7,178.0,235.60000000000002,495.19999999999993,820.0999999999999,35.3,2.5703831771943233,1.746290860841945,9.6991,76.8168,2012-08-17,1,downpour,medium
13.1,35.2,75.9,89.29999999999998,142.3,180.49999999999997,301.1000000000001,520.2,564.3,13.1,1.2205201080005685,1.2517265880346735,9.6991,76.8168,2010-05-27,0,,
4.5,28.099999999999998,93.50000000000001,155.89999999999998,177.29999999999998,229.2,409.9,806.5,1114.7,4.5,1.0226106669848467,1.6682018852165614,9.6991,76.8168,2011-09-05,0,,
0.0,4.2,24.8,69.2,156.59999999999997,280.6,473.6,727.6,981.9000000000002,0.0,0.16227000665041014,2.1682363745764324,9.6991,76.8168,2008-08-04,0,,
27.4,57.599999999999994,111.30000000000001,120.19999999999999,134.8,186.79999999999998,344.29999999999995,694.9,1224.6,27.4,2.295570364562916,1.4889324447928913,9.6991,76.8168,2009-09-05,0,,
41.7,106.4,117.2,130.2,159.8,196.09999999999997,215.60000000000002,520.0000000000001,847.0,41.7,5.431297071129707,2.00202510460251,10.077,76.322,2012-10-22,1,rain,medium
5.0,19.6,32.199999999999996,33.8,50.0,145.10000000000002,312.69999999999993,536.9000000000001,1236.2,5.0,0.9346831880545673,1.3839033733338544,10.077,76.322,2009-09-16,0,,
10.0,62.800000000000004,81.7,81.7,81.9,82.9,205.90000000000003,382.90000000000003,878.0,10.0,2.458556621634631,0.649090267304175,10.077,76.322,2011-11-28,0,,
8.6,22.2,39.5,97.49999999999999,174.29999999999998,233.6,504.1000000000001,1088.3999999999999,1327.2999999999997,8.6,0.9421177125365242,1.9826909698065953,10.077,76.322,2010-07-25,0,,
17.1,31.900000000000002,50.2,67.1,79.9,109.5,226.30000000000004,923.0999999999999,1308.1999999999998,17.1,1.547250824951298,1.0622192183834929,10.077,76.322,2009-08-20,0,,
0.5,1.3,6.3,6.8999999999999995,7.1,7.3999999999999995,18.499999999999996,35.8,63.0,0.5,0.08479016305800588,0.09653033948142208,11.3464,76.8076,2016-04-13,1,construction,small
13.0,22.5,24.6,49.1,56.5,112.0,372.9,683.8999999999999,787.6,13.0,1.5113974231912786,1.5046801013104285,11.3464,76.8076,2013-07-09,0,,
3.7,32.1,62.2,94.9,104.10000000000001,145.99999999999997,239.1,424.70000000000005,569.5,3.7,2.6753654870884,2.4336658013389796,11.3464,76.8076,2014-08-12,0,,
1.9,4.699999999999999,4.699999999999999,6.6,16.9,62.1,159.70000000000002,412.1,581.6,1.9,0.285216872264226,0.753700756068444,11.3464,76.8076,2015-09-01,0,,
14.5,47.2,54.5,67.9,98.30000000000001,114.5,256.09999999999997,385.40000000000003,542.1999999999999,14.5,3.9546734427580517,1.918686903372021,11.3464,76.8076,2014-08-08,0,,
16.1,31.700000000000003,59.8,91.30000000000001,100.19999999999999,115.6,366.9,729.4,932.7,16.1,1.6424870466321242,1.1979274611398962,12.8747,74.9566,2015-07-14,1,continuous_rain,small
20.9,32.5,43.4,54.4,86.19999999999999,155.20000000000002,399.70000000000005,1039.0000000000002,1172.4,20.9,1.5170065424494015,1.448857940850136,12.8747,74.9566,2012-08-04,0,,
4.9,4.9,4.9,4.9,4.9,4.9,163.1,307.1,879.1000000000001,4.9,0.1922866608768375,0.038457332175367495,12.8747,74.9566,2011-11-26,0,,
0.0,0.0,0.0,0.0,0.0,51.8,212.5,306.7,955.2,0.0,0.0,0.4042732855680655,12.8747,74.9566,2011-11-19,0,,
42.3,97.8,124.3,135.9,192.39999999999998,352.5,692.9,865.2,944.0,42.3,3.93353773118386,2.8355256651171996,12.8747,74.9566,2012-07-11,0,,
22.8,69.9,78.7,79.3,79.3,87.5,182.29999999999998,380.0,491.2,22.8,5.291183222684123,1.3246882174101877,11.404,76.6952,2015-09-06,1,unknown,medium
3.9,11.5,12.200000000000001,19.0,35.6,51.9,94.80000000000001,161.3,205.6,3.9,1.098840852130326,0.9918233082706768,11.404,76.6952,2013-05-26,0,,
9.8,14.8,35.900000000000006,46.8,72.39999999999999,116.19999999999999,154.8,319.00000000000006,538.0999999999999,9.8,1.2257144796687258,1.9247030072635933,11.404,76.6952,2013-09-16,0,,
1.5,4.9,6.6,8.2,10.4,47.3,134.29999999999998,311.09999999999997,468.70000000000005,1.5,0.39723569672403475,0.7669081002059936,11.404,76.6952,2012-07-27,0,,
42.3,61.3,83.5,85.1,94.5,158.2,227.10000000000002,361.40000000000003,538.1999999999999,42.3,5.16549247133582,2.6661693604088965,11.404,76.6952,2012-08-26,0,,
21.5,102.19999999999999,142.8,195.39999999999998,253.3,456.3,779.9999999999998,1504.0,1619.5,21.5,4.472326840991427,3.993586570536964,12.8715,74.8862,2010-07-31,1,downpour,medium
0.9,21.3,54.8,127.89999999999999,203.50000000000003,218.10000000000002,238.60000000000002,347.5,361.7,0.9,1.2271439365319232,2.513052512278051,12.8715,74.8862,2007-06-04,0,,
16.5,25.6,49.4,80.3,201.0,410.40000000000003,532.7,658.1999999999998,697.4,16.5,1.1432336469124051,3.6654928804128994,12.8715,74.8862,2010-06-23,0,,
9.4,31.0,104.8,125.2,186.0,207.5,421.4,541.6,623.9,9.4,1.5545234082781865,2.081055530436927,12.8715,74.8862,2009-06-22,0,,
37.2,91.0,91.2,91.2,91.2,97.0,108.00000000000001,396.9,779.0,37.2,4.4769739495120575,0.9544318090168562,12.8715,74.8862,2009-11-09,0,,
2.6,9.4,33.9,40.5,44.400000000000006,49.6,52.199999999999996,150.9,193.29999999999998,2.6,0.5488131699846861,0.5791730474732006,11.3484,76.7937,2008-02-13,1,rain,medium
0.0,1.5,5.6,14.1,33.8,46.2,292.70000000000005,458.20000000000005,731.9999999999999,0.0,0.092489639138785,0.5697361770949156,11.3484,76.7937,2007-11-14,0,,
7.0,15.0,23.2,32.6,64.0,134.0,199.50000000000003,458.50000000000006,541.1,7.0,0.9649354073292908,1.724017927761666,11.3484,76.7937,2004-06-07,0,,
10.4,15.8,40.699999999999996,95.7,128.8,135.7,229.7,655.0999999999999,830.5999999999999,10.4,1.0598779347885854,1.8205751360862155,11.3484,76.7937,2007-07-23,0,,
25.6,29.900000000000002,36.6,44.2,55.400000000000006,83.9,113.69999999999999,204.9,310.0,25.6,1.8232618583495779,1.0232218723446793,11.3484,76.7937,2006-05-27,0,,
42.2,69.4,78.0,120.10000000000001,178.10000000000002,213.59999999999997,289.8,589.3000000000002,950.8000000000001,42.2,2.889594211801645,1.778724275621992,9.5527,76.9299,2012-08-17,1,downpour,medium
6.9,53.300000000000004,122.4,148.4,185.89999999999998,264.59999999999997,350.79999999999995,599.5,1074.1000000000001,6.9,1.7202645502645504,1.7079999999999997,9.5527,76.9299,2011-11-03,0,,
8.1,22.1,40.699999999999996,83.8,135.4,141.9,439.0,853.7000000000002,1143.0,8.1,0.7809413468501086,1.002855901520637,9.5527,76.9299,2009-10-20,0,,
0.2,6.2,26.8,142.89999999999998,222.39999999999998,264.0,411.4,890.5000000000001,1265.1000000000001,0.2,0.21629968544466685,1.8420360308836146,9.5527,76.9299,2009-10-08,0,,
4.6,13.999999999999998,35.7,52.4,89.19999999999999,217.8,301.7000000000001,825.6,1402.3999999999999,4.6,0.5476816520233437,1.7040723401526325,9.5527,76.9299,2009-08-31,0,,
8.4,26.699999999999996,61.49999999999999,79.2,93.7,126.8,271.59999999999997,520.3000000000001,1130.1000000000001,8.4,0.9685130675229683,0.91990604465852,12.8806,75.0327,2010-11-11,1,downpour,medium
0.0,0.0,2.9,5.1000000000000005,9.7,30.299999999999997,106.60000000000001,141.5,144.10000000000002,0.0,0.0,0.24381492596378987,12.8806,75.0327,2007-05-16,0,,
17.0,62.8,141.3,229.1,360.90000000000003,446.8,575.8000000000001,1220.6,1365.0,17.0,2.5172821658562228,3.5819161519253515,12.8806,75.0327,2008-08-02,0,,
6.6,23.1,26.9,63.9,80.2,90.7,228.60000000000002,654.3,1008.7000000000002,6.6,0.9947758559830568,0.7811789622308507,12.8806,75.0327,2006-11-03,0,,
8.9,21.4,30.0,38.699999999999996,54.8,211.0,607.0999999999999,1495.2000000000003,1845.8000000000002,8.9,0.8563088326937583,1.6886090065269443,12.8806,75.0327,2009-08-10,0,,
6.7,11.9,19.3,24.999999999999996,38.800000000000004,130.99999999999997,456.2,656.4,831.9999999999999,6.7,0.5749019918425534,1.2657506038886466,12.9455,75.7797,2015-07-08,1,rain,small
26.5,58.9,79.4,86.4,105.8,208.1,571.0000000000001,1097.6000000000004,1526.1999999999998,26.5,2.6864812322416625,1.898325108419321,12.9455,75.7797,2011-08-19,0,,
0.8,19.4,45.99999999999999,76.0,138.30000000000004,166.9,273.4,715.1,1442.0,0.8,0.9949136155365924,1.7118668292067765,12.9455,75.7797,2014-10-02,0,,
15.5,23.6,36.2,46.9,103.1,303.9,579.4,1056.3,1473.4,15.5,1.0847713058548718,2.793745761434707,12.9455,75.7797,2011-08-16,0,,
1.7,7.8,12.5,28.799999999999997,75.30000000000001,83.20000000000002,171.0,517.7,1120.4,1.7,0.3790630975143404,0.8086679413639263,12.9455,75.7797,2013-10-14,0,,
1.2,2.4,5.0,9.1,41.00000000000001,50.5,70.50000000000001,243.39999999999998,523.1000000000001,1.2,0.168721908493719,0.7100380315777342,11.344,76.8691,2013-11-24,1,downpour,medium
0.0,0.0,0.0,12.9,28.0,65.0,141.89999999999998,302.9,835.0,0.0,0.0,0.8004845303588554,11.344,76.8691,2011-11-13,0,,
11.2,37.099999999999994,72.19999999999999,89.5,94.8,161.5,291.90000000000003,322.59999999999997,391.40000000000003,11.2,2.4087062955670264,2.097067745197169,11.344,76.8691,2012-07-12,0,,
0.3,0.3,1.0,1.0,1.0,12.8,92.1,103.10000000000001,128.8,0.3,0.019268228481179258,0.16442221637272966,11.344,76.8691,2011-05-17,0,,
1.6,8.299999999999999,9.2,9.2,11.0,43.7,264.70000000000005,464.80000000000007,731.3000000000001,1.6,0.5823891413124748,0.6132627825386784,11.344,76.8691,2013-10-02,0,,
0.0,0.9,11.299999999999999,65.30000000000001,121.69999999999999,175.4,336.3,583.2999999999998,957.1000000000001,0.0,0.04438695072159114,1.7301047014593527,8.742,76.8902,2009-09-12,1,rain,medium
0.0,1.1,15.6,57.9,73.6,155.6,335.0,780.9,1004.0,0.0,0.04961366409109394,1.4036156604680394,8.742,76.8902,2007-08-15,0,,
13.0,38.6,59.3,112.0,120.3,144.9,285.20000000000005,541.4,749.3000000000001,13.0,1.7729086665160758,1.3310594081770952,8.742,76.8902,2008-07-20,0,,
16.9,32.2,48.0,56.9,57.199999999999996,57.199999999999996,87.4,325.8,725.1999999999999,16.9,1.5590744929951983,0.5539072111759337,8.742,76.8902,2008-10-12,0,,
7.3,13.2,22.1,38.9,96.19999999999999,169.3,318.6000000000001,538.5999999999999,862.6,7.3,0.5931928687196111,1.5216295859731845,8.742,76.8902,2007-10-01,0,,
31.8,50.599999999999994,58.599999999999994,114.49999999999999,168.9,188.49999999999997,263.9,557.0999999999999,906.0,31.8,2.2610797743755033,1.6846384880228553,10.0011,76.7416,2012-08-17,1,downpour,medium
17.3,38.6,83.7,93.89999999999999,98.2,171.50000000000003,335.80000000000007,949.9999999999999,1209.3,17.3,1.316301431127013,1.1696668157423975,10.0011,76.7416,2008-09-10,0,,
34.3,112.2,157.7,198.2,260.7,315.20000000000005,755.0999999999999,1055.8,1277.9999999999998,34.3,3.199569912580057,1.7976906175494372,10.0011,76.7416,2010-07-03,0,,
9.8,20.5,55.099999999999994,81.3,113.5,151.70000000000002,392.2,610.4999999999999,769.3999999999999,9.8,0.807633932896309,1.1952982206865375,10.0011,76.7416,2009-06-22,0,,
2.9,69.9,167.9,174.4,198.5,230.20000000000002,423.5,553.0,726.2,2.9,2.760699255422467,1.818348980252509,10.0011,76.7416,2009-06-09,0,,
30.7,148.9,211.1,224.89999999999998,237.39999999999998,335.6,627.0,957.6,1279.8000000000002,30.7,7.168823993685873,3.231507498026835,12.845,75.66,2008-08-12,1,rain,medium
19.8,54.099999999999994,89.2,131.60000000000002,169.20000000000002,265.8,443.90000000000003,568.8999999999999,668.8,19.8,4.0015763307869525,3.932048017460895,12.845,75.66,2005-07-05,0,,
1.3,7.7,11.3,11.600000000000001,17.0,82.1,120.99999999999999,379.6,707.0,1.3,0.442153817189118,0.9428786595123788,12.845,75.66,2006-10-21,0,,
0.2,1.7,6.3,30.199999999999996,49.10000000000001,87.60000000000001,497.3,925.1000000000001,1273.5,0.2,0.11496674057649667,1.1848337028824834,12.845,75.66,2005-08-22,0,,
0.0,3.7,37.800000000000004,50.7,62.900000000000006,76.19999999999999,137.8,569.0000000000001,834.0000000000001,0.0,0.23008308272592898,0.9476935623630156,12.845,75.66,2004-09-14,0,,
10.5,29.700000000000003,41.6,41.900000000000006,64.2,80.2,114.7,135.70000000000002,136.3,10.5,1.5311219099936617,0.8269089372491022,12.8659,74.8852,2015-04-22,1,downpour,small
4.6,20.1,36.8,90.39999999999999,137.79999999999998,328.3,535.4,1016.9000000000001,1625.3999999999999,4.6,0.977244649902363,3.1923325230143855,12.8659,74.8852,2012-09-13,0,,
8.0,25.5,29.2,47.0,62.3,100.2,166.9,503.2,1004.5,8.0,1.417570400072906,1.1140435614690603,12.8659,74.8852,2014-10-17,0,,
9.2,34.099999999999994,85.6,157.7,268.0,397.1,807.7,1352.8000000000002,1728.3,9.2,1.374046305776662,3.2001981702282265,12.8659,74.8852,2011-08-10,0,,
28.2,77.1,115.7,157.5,207.89999999999998,444.49999999999994,757.2,1342.3000000000004,1422.7,28.2,3.2057119487424157,3.6963397178106456,12.8659,74.8852,2011-07-29,0,,
18.6,45.7,54.5,68.1,78.6,179.29999999999998,453.0,1045.9,1228.6,18.6,1.7501334086699942,1.3732994318360172,11.405,76.0376,2012-07-22,1,downpour,medium
11.8,20.3,67.9,84.6,97.5,118.69999999999999,125.19999999999999,807.7,1556.7999999999997,11.8,0.661273096229841,0.7733311972658337,11.405,76.0376,2011-10-21,0,,
2.1,2.1,3.1,5.6,5.7,5.800000000000001,307.5,403.40000000000003,743.7,2.1,0.0953870211102424,0.0526899735656577,11.405,76.0376,2008-11-16,0,,
11.5,22.1,25.1,28.7,51.1,100.10000000000001,497.1,988.4999999999999,1562.6,11.5,0.8957772683477859,0.8114688195621119,11.405,76.0376,2008-08-28,0,,
0.0,0.0,0.4,0.4,0.8,268.9,364.1,616.3000000000001,1071.4,0.0,0.0,2.4340258198545777,11.405,76.0376,2008-11-05,0,,
11.4,43.6,94.8,109.3,148.1,160.9,192.90000000000003,448.8999999999999,652.9,11.4,2.9319810384742593,2.164017197662882,11.4046,76.6953,2007-10-26,1,rain,large
9.3,29.2,35.8,36.3,36.900000000000006,81.6,154.50000000000003,156.10000000000002,180.0,9.3,2.7866082603254063,1.557446808510638,11.4046,76.6953,2007-05-05,0,,
10.7,11.5,11.899999999999999,11.899999999999999,13.299999999999999,18.4,59.69999999999999,230.0,371.8,10.7,1.0680572472594398,0.34177831912302076,11.4046,76.6953,2004-09-03,0,,
6.2,32.400000000000006,47.800000000000004,63.800000000000004,66.4,68.3,196.59999999999997,406.70000000000005,741.2,6.2,2.439849392012839,1.0286525523115857,11.4046,76.6953,2007-08-26,0,,
11.6,35.7,57.6,89.8,134.8,161.0,254.0,383.70000000000005,499.2,11.6,2.9432355723746446,2.6546830652790914,11.4046,76.6953,2006-11-05,0,,
5.3,131.8,213.70000000000005,243.60000000000002,255.70000000000002,323.1,557.3,1303.3999999999999,1633.3,5.3,5.14218100415734,2.5211512631915576,9.835,76.8661,2013-08-07,1,monsoon,medium
